Year,Make,Model,Reg #,Serial Number,Price,TTAF,Landings,Location,Company,URL
1990,Cessna,Citation II,2-EJEL,550-0643,Inquire,6466,5374,CH,Pula Aviation Services Ltd,https://www.aso.com/listings/spec/ViewAd.aspx?id=194649&listingType=true
1991,Cessna,Citation II,C-FJXN,550-0684,1300000,9468,nan,CA,International Aircraft Marketing & Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=196735&listingType=true
1974,Cessna,Citation I,C-GRFT,500-0154,Inquire,2409,nan,"SK, CA",Flight Source International,https://www.aso.com/listings/spec/ViewAd.aspx?id=192202&listingType=true
2000,Cessna,Citation Excel,N673W,5122,3650000,4026,2692,"FL, US",RL Aviation ,https://www.aso.com/listings/spec/ViewAd.aspx?id=196768&listingType=true
2003,Cessna,Citation Excel,,5332,Inquire,8450,nan,SE,BAM Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=198764&listingType=true
2007,Cessna,Citation Encore +,,560-0771,Inquire,3090,2377,"MD, US","Avpro, Inc.",https://www.aso.com/listings/spec/ViewAd.aspx?id=197677&listingType=true
2021,Cessna,Citation CJ4 Gen2,N719MB,525C-0359,10995000,685,429,"KS, US",Textron Aviation Pre-Owned ,https://www.aso.com/listings/spec/ViewAd.aspx?id=197487&listingType=true
2023,Cessna,Citation CJ4 Gen2,N28LT,525C-0403,11795000,510,280,"MD, US","Avpro, Inc.",https://www.aso.com/listings/spec/ViewAd.aspx?id=198775&listingType=true
2025,Cessna,Citation CJ4 Gen2,,525C-0458,Inquire,22,10,"KS, US",Textron Aviation Pre-Owned ,https://www.aso.com/listings/spec/ViewAd.aspx?id=199184&listingType=true
2017,Cessna,Citation CJ4 525C,F-HEKD,0234,Inquire,3050,2413,"NC, US",Jetcraft ,https://www.aso.com/listings/spec/ViewAd.aspx?id=198593&listingType=true
2011,Cessna,Citation CJ4,N963GB,525C-0059,Inquire,2455,1939,"CT, US","Guardian Jet, LLC",https://www.aso.com/listings/spec/ViewAd.aspx?id=198243&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199016&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198975&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198333&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198755&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198895&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199344&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199245&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=195663&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198900&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199224&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199332&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198898&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199115&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198203&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197772&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197593&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198449&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=196627&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198040&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199350&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198179&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197480&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199148&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198387&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197025&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197970&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199132&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199139&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197704&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198099&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=196605&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197325&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=184832&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199441&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198043&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198590&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199309&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198967&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=192201&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198986&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199126&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199100&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198754&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=196313&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198075&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197490&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198310&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198039&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198925&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199087&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=196360&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198032&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198411&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197250&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199301&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198654&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197217&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=196834&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=191240&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198675&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198773&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=194865&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=196495&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198835&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198796&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=196124&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=195612&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198702&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199402&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=196401&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198293&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197828&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=199300&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=197558&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198285&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198504&listingType=true
,,,,,nan,nan,nan,,,https://www.aso.com/listings/spec/ViewAd.aspx?id=198260&listingType=true
2011,Cessna,Citation CJ4,PS-CSF,525C0068,Inquire,2817,2803,BR,Southern Cross Aircraft LLC,https://www.aso.com/listings/spec/ViewAd.aspx?id=198259&listingType=true
2012,Cessna,Citation CJ4,F-HATG,525C-0115,Inquire,3990,3501,FR,Boutsen Aviation S.A.M.,https://www.aso.com/listings/spec/ViewAd.aspx?id=198093&listingType=true
2015,Cessna,Citation CJ4,2-THCL,525C-0200,Inquire,487,928,"KS, US",Textron Aviation Pre-Owned ,https://www.aso.com/listings/spec/ViewAd.aspx?id=196669&listingType=true
2017,Cessna,Citation CJ4,N704PL,525C-0261,Inquire,2333,3289,"NC, US",CFS Jets,https://www.aso.com/listings/spec/ViewAd.aspx?id=199134&listingType=true
2018,Cessna,Citation CJ4,N800RR,525C-0278,Inquire,1108,669,"KS, US",Textron Aviation Pre-Owned ,https://www.aso.com/listings/spec/ViewAd.aspx?id=199116&listingType=true
2018,Cessna,Citation CJ4,N800RR,525C-0278,Inquire,1108,669,"KS, US",Textron Aviation Pre-Owned ,https://www.aso.com/listings/spec/ViewAd.aspx?id=199189&listingType=true
2019,Cessna,Citation CJ4,PH-WIS,525C-0297,Inquire,558,395,"KS, US",Textron Aviation Pre-Owned ,https://www.aso.com/listings/spec/ViewAd.aspx?id=196109&listingType=true
2015,Cessna,Citation CJ3+,N872J,525B-0477,Inquire,5069,3520,"KS, US",Textron Aviation Pre-Owned ,https://www.aso.com/listings/spec/ViewAd.aspx?id=198909&listingType=true
2022,Cessna,Citation CJ3+,N16YW,525B-0660,Inquire,634,599,"AL, US",Dallas Jet International,https://www.aso.com/listings/spec/ViewAd.aspx?id=199213&listingType=true
2022,Cessna,Citation CJ3+,N232HC,525B-0667,Inquire,240,323,"KS, US",Textron Aviation Pre-Owned ,https://www.aso.com/listings/spec/ViewAd.aspx?id=199050&listingType=true
2022,Cessna,Citation CJ3+,N324AM,525B-0672,Inquire,219,166,CO,Jet HQ,https://www.aso.com/listings/spec/ViewAd.aspx?id=197933&listingType=true
2008,Cessna,Citation CJ3,F-HTSB,525B-0230,Inquire,5554,4394,"NC, US",Jetcraft ,https://www.aso.com/listings/spec/ViewAd.aspx?id=198085&listingType=true
2010,Cessna,Citation CJ3,N466F,525B-0336,5595000,3646,2397,"CT, US","Guardian Jet, LLC",https://www.aso.com/listings/spec/ViewAd.aspx?id=198964&listingType=true
2012,Cessna,Citation CJ3,N196JH,525B-0395,Inquire,3650,nan,"TX, US",Lone Mountain Aircraft,https://www.aso.com/listings/spec/ViewAd.aspx?id=198042&listingType=true
2013,Cessna,Citation CJ3,N128WT,525B-0399,5695000,3937,2543,"CT, US","Guardian Jet, LLC",https://www.aso.com/listings/spec/ViewAd.aspx?id=198965&listingType=true
2006,Cessna,Citation CJ2+,N525PH,525A-0329,4295000,3890,2866,"NC, US",Southern Cross Aircraft LLC,https://www.aso.com/listings/spec/ViewAd.aspx?id=199152&listingType=true
2009,Cessna,Citation CJ2+,N434CF,525A-0434,Inquire,5762,7170,"TX, US",Lawson Aircraft Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=195320&listingType=true
2013,Cessna,Citation CJ2+,TC-CJA,525A-0521,Inquire,6844,6136,TR,Omni Jet Trading,https://www.aso.com/listings/spec/ViewAd.aspx?id=197601&listingType=true
2007,Cessna,Citation CJ2+,D-IPCH,C525A-0347,4100000,6150,nan,DE,Business Aviation Services Gmbh,https://www.aso.com/listings/spec/ViewAd.aspx?id=198494&listingType=true
2000,Cessna,Citation CJ2,9H-ALL,525A-0005,Inquire,7872,7232,MT,Boutsen Aviation S.A.M.,https://www.aso.com/listings/spec/ViewAd.aspx?id=198100&listingType=true
2001,Cessna,Citation CJ2,OE-FRS,525A-0029,2595000,6620,5817,AT,Freestream Aircraft Limited,https://www.aso.com/listings/spec/ViewAd.aspx?id=197260&listingType=true
2001,Cessna,Citation CJ2,G-JNRE,525A-0043,2495000,6779,5295,GB,MaceAero Ltd ,https://www.aso.com/listings/spec/ViewAd.aspx?id=198488&listingType=true
2002,Cessna,Citation CJ2,N726RP,525A-0114,Inquire,6069,4239,"NC, US",CFS Jets,https://www.aso.com/listings/spec/ViewAd.aspx?id=198470&listingType=true
2003,Cessna,Citation CJ2,OE-FSP,525A-0151,3095000,6002,5027,AT,Freestream Aircraft Limited,https://www.aso.com/listings/spec/ViewAd.aspx?id=197251&listingType=true
2004,Cessna,Citation CJ2,D-ICBA,525A0204,Inquire,7110,5799,GB,Colibri Aircraft ,https://www.aso.com/listings/spec/ViewAd.aspx?id=196740&listingType=true
2005,Cessna,Citation CJ2,G-NOCM,525A-0239,Inquire,7309,5889,SE,EAC Aircraft Sales AB,https://www.aso.com/listings/spec/ViewAd.aspx?id=197032&listingType=true
2006,Cessna,Citation CJ1+,N11WB,525-0616,2495000,4477,3366,"CT, US","Guardian Jet, LLC",https://www.aso.com/listings/spec/ViewAd.aspx?id=198963&listingType=true
2007,Cessna,Citation CJ1+,F-HRCA,525-0650,Inquire,3082,3354,"MD, US",Omni Jet Trading,https://www.aso.com/listings/spec/ViewAd.aspx?id=198312&listingType=true
2008,Cessna,Citation CJ1+,N903GW,525-0676,2650000,5072,5525,"OK, US",International Aircraft Marketing & Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=196000&listingType=true
2008,Cessna,Citation CJ1+,OE-FRJ,525A-0673,2495000,4290,4084,AT,Freestream Aircraft Limited,https://www.aso.com/listings/spec/ViewAd.aspx?id=197242&listingType=true
1993,Cessna,Citation CJ1,CS-DOH,525-0022,Inquire,4898,4549,MC,AeroBuyNow SARL,https://www.aso.com/listings/spec/ViewAd.aspx?id=198022&listingType=true
1996,Cessna,Citation CJ1,N6UB,525-0127,1550000,4133,3358,"VA, US",AeroSolutions,https://www.aso.com/listings/spec/ViewAd.aspx?id=197614&listingType=true
1997,Cessna,Citation CJ1,YU-WET,525-0175,1250000,7497,6633,RS,International Aircraft Marketing & Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=196665&listingType=true
1999,Cessna,Citation CJ1,T7-CMG,525-0351,Inquire,2616,2386,SI,JETRON s.r.o.,https://www.aso.com/listings/spec/ViewAd.aspx?id=198579&listingType=true
2000,Cessna,Citation CJ1,N585ML,525-0402,1750000,2700,1775,"FL, US",Lone Mountain Aircraft,https://www.aso.com/listings/spec/ViewAd.aspx?id=199105&listingType=true
2001,Cessna,Citation CJ1,N525KM,525-0472,Inquire,7635,6196,"NC, US",CFS Jets,https://www.aso.com/listings/spec/ViewAd.aspx?id=196595&listingType=true
2001,Cessna,Citation CJ1,F-HJAV,525-0473,Inquire,4707,4659,"NC, US",Jetcraft ,https://www.aso.com/listings/spec/ViewAd.aspx?id=195127&listingType=true
2002,Cessna,Citation CJ1,EC-NOX,525-0495,Inquire,3075,2370,ES,Aradian Aviation Ltd.,https://www.aso.com/listings/spec/ViewAd.aspx?id=196755&listingType=true
2002,Cessna,Citation CJ1,HL7214,525-0505,Inquire,5350,5976,"MD, US",Omni Jet Trading,https://www.aso.com/listings/spec/ViewAd.aspx?id=199286&listingType=true
2003,Cessna,Citation CJ1,N517CJ,525-0517,1395000,4684,nan,"TX, US",JETVX,https://www.aso.com/listings/spec/ViewAd.aspx?id=198788&listingType=true
2003,Cessna,Citation CJ1,F-HAJD,525-0523,Inquire,6181,5707,"NC, US",Jetcraft ,https://www.aso.com/listings/spec/ViewAd.aspx?id=195128&listingType=true
2004,Cessna,Citation CJ1,N547TW,525-0547,Inquire,6165,5083,"FL, US",Jet Sales Group,https://www.aso.com/listings/spec/ViewAd.aspx?id=199405&listingType=true
1998,Cessna,Citation Bravo,N325PK,550-0850,1250000,8466,6949,"TX, US",International Aircraft Marketing & Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=195161&listingType=true
1999,Cessna,Citation Bravo,N7YA,550-0880,Inquire,4819,2874,"GA, US","Jeteffect, Inc.",https://www.aso.com/listings/spec/ViewAd.aspx?id=199020&listingType=true
2000,Cessna,Citation Bravo,YU-BZZ,550-0924,Inquire,10493,6734,RS,International Aircraft Marketing & Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=196369&listingType=true
2001,Cessna,Citation Bravo,N800VA,550-0956,Inquire,4066,3833,"OH, US",FX Solutions ,https://www.aso.com/listings/spec/ViewAd.aspx?id=198696&listingType=true
2001,Cessna,Citation Bravo,N800MT,550-0981,Inquire,3482,2119,"KS, US",Textron Aviation Pre-Owned ,https://www.aso.com/listings/spec/ViewAd.aspx?id=198738&listingType=true
2002,Cessna,Citation Bravo,F-HGCF,550-1022,2295000,6923,5625,MC,AeroBuyNow SARL,https://www.aso.com/listings/spec/ViewAd.aspx?id=198982&listingType=true
2006,Cessna,Citation Bravo,N63RA,550-1125,Inquire,3924,3112,"MI, US",International Aircraft Marketing & Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=199157&listingType=true
2006,Cessna,Citation Bravo,N110TP,550-1131,Inquire,1604,2106,"CA, US",Jetcraft ,https://www.aso.com/listings/spec/ViewAd.aspx?id=196092&listingType=true
2000,Cessna,Citation Bravo,N858RM,550B-0914,Inquire,8450,8239,"NJ, US","Adyson Aviation Group, LLC",https://www.aso.com/listings/spec/ViewAd.aspx?id=198425&listingType=true
1972,Cessna,Citation 500,EC-GTS,500-0037,Inquire,7800,6820,ES,Aradian Aviation Ltd.,https://www.aso.com/listings/spec/ViewAd.aspx?id=197627&listingType=true
1973,Cessna,Citation 500,N501EJ,500-0119,Inquire,10846,nan,"FL, US",International Aircraft Marketing & Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=193506&listingType=true
1974,Cessna,Citation 500,N145TA,500-0145,325000,9200,nan,"VA, US",Flight Source International,https://www.aso.com/listings/spec/ViewAd.aspx?id=198477&listingType=true
1974,Cessna,Citation 500,N590RJ,500-0200,360000,10880,nan,"SC, US",Skymaster International,https://www.aso.com/listings/spec/ViewAd.aspx?id=180715&listingType=true
2006,Bombardier,Global XRS,N519CP,9200,Inquire,4758,1593,"NC, US",Jetcraft ,https://www.aso.com/listings/spec/ViewAd.aspx?id=196730&listingType=true
2007,Bombardier,Global XRS,N1NE,9205,Inquire,4352,1941,"FL, US",Mesinger Jet Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=198385&listingType=true
2009,Bombardier,Global XRS,PP-VDR,9312,12900000,6483,2618,"CT, US","Guardian Jet, LLC",https://www.aso.com/listings/spec/ViewAd.aspx?id=198862&listingType=true
2010,Bombardier,Global XRS,N321VC,9339,Inquire,4926,1642,"TX, US",Dallas Jet International,https://www.aso.com/listings/spec/ViewAd.aspx?id=197645&listingType=true
2010,Bombardier,Global Express XRS,N104DA,9266,Inquire,4346,1481,"OK, US",Jet HQ,https://www.aso.com/listings/spec/ViewAd.aspx?id=198353&listingType=true
2000,Bombardier,Global Express,9H-KDR,9023,Inquire,8105,2679,"TX, US",EMC Trading Inc.,https://www.aso.com/listings/spec/ViewAd.aspx?id=198693&listingType=true
2001,Bombardier,Global Express,T7-VBS,9047,Inquire,5525,2205,AE,Freestream Aircraft Limited,https://www.aso.com/listings/spec/ViewAd.aspx?id=194891&listingType=true
2002,Bombardier,Global Express,N59DB,9073,9750000,5832,2035,"CA, US","Intercontinental Aircraft Group, LLC",https://www.aso.com/listings/spec/ViewAd.aspx?id=195514&listingType=true
2003,Bombardier,Global Express,N320GX,9116,Inquire,7625,2674,"NC, US",Jetcraft ,https://www.aso.com/listings/spec/ViewAd.aspx?id=199125&listingType=true
2019,Bombardier,Global 7500,,70013,Inquire,1300,380,"TX, US",Dallas Jet International,https://www.aso.com/listings/spec/ViewAd.aspx?id=199333&listingType=true
2020,Bombardier,Global 7500,N457AD,70030,Inquire,1527,487,"OK, US",Jet HQ,https://www.aso.com/listings/spec/ViewAd.aspx?id=197857&listingType=true
2020,Bombardier,Global 7500,N2777R,70050,60500000,790,190,"TX, US",Mesinger Jet Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=198531&listingType=true
2021,Bombardier,Global 7500,LX-PAK,70067,Inquire,1836,762,FR,Jetcraft ,https://www.aso.com/listings/spec/ViewAd.aspx?id=198746&listingType=true
2024,Bombardier,Global 7500,N724EM,70200,Inquire,24,10,"NC, US",CFS Jets,https://www.aso.com/listings/spec/ViewAd.aspx?id=198616&listingType=true
2020,Bombardier,Global 6500,9H-VBG,60003,Inquire,1585,748,"QC, CA",Bombardier Inc.,https://www.aso.com/listings/spec/ViewAd.aspx?id=198716&listingType=true
2021,Bombardier,Global 6500,CS-DOU,60012,Inquire,1531,617,FR,Bombardier Inc.,https://www.aso.com/listings/spec/ViewAd.aspx?id=198723&listingType=true
2021,Bombardier,Global 6500,P4-ZGB,60033,Inquire,436,207,"TX, US",EMC Trading Inc.,https://www.aso.com/listings/spec/ViewAd.aspx?id=197346&listingType=true
2019,Bombardier,Global 6500,VP-CPR,9872,Inquire,703,195,CN,Bombardier Inc.,https://www.aso.com/listings/spec/ViewAd.aspx?id=198957&listingType=true
2014,Bombardier,Global 6000,,,23995000,3203,907,"UT, US","Intercontinental Aircraft Group, LLC",https://www.aso.com/listings/spec/ViewAd.aspx?id=197479&listingType=true
2015,Bombardier,Global 6000,,,Inquire,2206,764,"NC, US",Jetcraft ,https://www.aso.com/listings/spec/ViewAd.aspx?id=197686&listingType=true
2014,Bombardier,Global 6000,N99ZM,9587,Inquire,3667,1247,"MD, US","Avpro, Inc.",https://www.aso.com/listings/spec/ViewAd.aspx?id=198732&listingType=true
2016,Bombardier,Global 6000,M-SFPL,9692,Inquire,3003,1266,"QC, CA",Bombardier Inc.,https://www.aso.com/listings/spec/ViewAd.aspx?id=198719&listingType=true
2018,Bombardier,Global 6000,,9771,Inquire,2536,732,"NC, US",Jetcraft ,https://www.aso.com/listings/spec/ViewAd.aspx?id=199392&listingType=true
2021,Bombardier,Global 5500,C-GFLU,60040,Inquire,1814,919,"QC, CA",Bombardier Inc.,https://www.aso.com/listings/spec/ViewAd.aspx?id=198956&listingType=true
2009,Bombardier,Global 5000 Limited Edition,OE-IOO,9301,Inquire,2750,1015,DE,"Aircraft Sales Group, LLC",https://www.aso.com/listings/spec/ViewAd.aspx?id=197015&listingType=true
2005,Bombardier,Global 5000,,9149,Inquire,4982,2363,HK,"Asian Sky Group, Ltd.",https://www.aso.com/listings/spec/ViewAd.aspx?id=198950&listingType=true
2005,Bombardier,Global 5000,T7-258,9154,Inquire,5370,1894,"NC, US",Jetcraft ,https://www.aso.com/listings/spec/ViewAd.aspx?id=197942&listingType=true
2006,Bombardier,Global 5000,N814LL,9166,Inquire,5908,2050,"WA, US",Jetcraft ,https://www.aso.com/listings/spec/ViewAd.aspx?id=197808&listingType=true
2006,Bombardier,Global 5000,EJ-AMBA,9186,Inquire,5245,1824,"NC, US",Jetcraft ,https://www.aso.com/listings/spec/ViewAd.aspx?id=197058&listingType=true
2006,Bombardier,Global 5000,EJ-AMBA,9186,Inquire,4967,1733,MC,Global Jet Monaco,https://www.aso.com/listings/spec/ViewAd.aspx?id=195756&listingType=true
2006,Bombardier,Global 5000,C-FFCD,9188,Inquire,6419,2471,"QC, CA",Bombardier Inc.,https://www.aso.com/listings/spec/ViewAd.aspx?id=199074&listingType=true
2007,Bombardier,Global 5000,N18HA,9198,12795000,4584,nan,SG,Jet 8 Aviation Limited,https://www.aso.com/listings/spec/ViewAd.aspx?id=195717&listingType=true
2007,Bombardier,Global 5000,YR-TIK,9229,Inquire,3428,1583,RO,Freestream Aircraft Limited,https://www.aso.com/listings/spec/ViewAd.aspx?id=198324&listingType=true
2011,Bombardier,Global 5000,T7-MJA,9408,15750000,4681,1829,TR,Omni Jet Trading,https://www.aso.com/listings/spec/ViewAd.aspx?id=199397&listingType=true
2011,Bombardier,Global 5000,,9427,Inquire,3673,1528,"NC, US",Jetcraft ,https://www.aso.com/listings/spec/ViewAd.aspx?id=199194&listingType=true
2015,Bombardier,Global 5000,,9666,Inquire,943,296,HK,Jet 8 Aviation Limited,https://www.aso.com/listings/spec/ViewAd.aspx?id=198984&listingType=true
2016,Bombardier,Global 5000,M-CITI,9683,Inquire,1949,580,"NC, US",Jetcraft ,https://www.aso.com/listings/spec/ViewAd.aspx?id=197263&listingType=true
2017,Bombardier,Challenger 650,N91FK,6108,Inquire,2754,1704,"QC, CA",Bombardier Inc.,https://www.aso.com/listings/spec/ViewAd.aspx?id=198715&listingType=true
2018,Bombardier,Challenger 650,M-HEAD,6118,Inquire,1349,552,"QC, CA",Bombardier Inc.,https://www.aso.com/listings/spec/ViewAd.aspx?id=199028&listingType=true
2019,Bombardier,Challenger 650,N650EL,6138,Inquire,1550,727,"FL, US",Southern Cross Aircraft LLC,https://www.aso.com/listings/spec/ViewAd.aspx?id=198897&listingType=true
2007,Bombardier,Challenger 605,N605TS,5703,9950000,3774,1501,"TX, US",EMC Trading Inc.,https://www.aso.com/listings/spec/ViewAd.aspx?id=196606&listingType=true
2009,Bombardier,Challenger 605,OY-CCH,5765,Inquire,7402,3601,DK,QS Partners LLC,https://www.aso.com/listings/spec/ViewAd.aspx?id=197125&listingType=true
2009,Bombardier,Challenger 605,N139MB,5775,8950000,8444,4572,"CT, US","Guardian Jet, LLC",https://www.aso.com/listings/spec/ViewAd.aspx?id=198159&listingType=true
2010,Bombardier,Challenger 605,LV-HQR,5776,10750000,3300,1130,AR,Southern Cross Aircraft LLC,https://www.aso.com/listings/spec/ViewAd.aspx?id=198740&listingType=true
2011,Bombardier,Challenger 605,N57MH,5842,10750000,5747,2917,"VA, US",QS Partners LLC,https://www.aso.com/listings/spec/ViewAd.aspx?id=198246&listingType=true
2012,Bombardier,Challenger 605,N605VG,5905,13250000,3800,2321,"CT, US","Guardian Jet, LLC",https://www.aso.com/listings/spec/ViewAd.aspx?id=198642&listingType=true
